kind,code,SuperClassCode,currency,definition,fdacode,fdaterm,imdrfcode,imdrfterm,inclusion,preferred,pronunciation,report,termlevel
layer3,E33-a0011,E33-a0008,Y,製品の全体、一部について意図しない収縮が発生すること,2977,Material Distortion,A0406,,,収縮,しゅうしゅく,report,L2
layer3,E33-a0012,E33-a0008,Y,収縮を意図した操作に反応しない及び意図したタイミングに収縮しないこと,1149,Deflation Issue,A1401,,収縮不良,収縮不能,しゅうしゅくふりょう,report,L2
layer3,E33-a0013,E33-a0008,Y,滑り性能が低下すること,-,-,A0513,,滑性低下,潤滑性低下,かっせいていか,report,L2
layer3,E33-a0014,E33-a0008,Y,医療機器または構成品の挿入が正常にできないこと。挿入が難しいことを含む,1316,Difficult to Insert,A150206,,スタック,挿入不能,すたっく,report,L2
layer3,E33-a0015,E33-a0008,Y,薬液・ガスなどが正常に注入されないこと,2340,Failure to Infuse,A140802,,,注入不能,ちゅうにゅうふのう,report,L2
layer3,E33-a0016,E33-a0008,Y,内部より針、チューブ、ワイヤ等を突出させる際に、十分な突出長が得られない,-,-,A1502,,,突出不能,とっしゅつふのう,report,L2
layer3,E33-a0017,E33-a0008,Y,留置した部位から取り去ることができないこと。また、注入した物質が抜けないこと,-,-,A150207,,抜去困難,抜去不能,ばっきょこんなん,report,L2
layer3,E33-a0018,E33-a0008,Y,突出している針、チューブ、ワイヤ等を収納する機構があるもので、内部より突出させた針、チューブ、ワイヤ等を再び医療機器内部に戻すことが難しい状態、又は戻せなくなること,1254,Difficult to Fold or unfold,A051103,,,収納困難,しゅうのうこんなん,report,L2
layer2,E33-a0019,E33_DeviceProblem,Y,,,,,,,気密,きみつ,not report,L1
layer3,E33-a0020,E33-a0019,Y,ライン内等に空気が混入すること,2944,Foreign Material Present in Device,A1415,,気泡混入,空気混入,きほうこんにゅう,report,L2
layer2,E33-a0021,E33_DeviceProblem,Y,,,,,,,漏れ,もれ,not report,L1
layer3,E33-a0022,E33-a0021,Y,液体、ガスなど（血液、体液を含む）が流路又は医療機器外部に漏れること,1354,Leak,A0504,,リーク,漏れ,りーく,report,L2
layer2,E33-a0023,E33_DeviceProblem,Y,,,,,,,形状,けいじょう,not report,L1
layer3,E33-a0024,E33-a0023,Y,捻れた状態,2981,Material Twisted,A040609,,,捻れ,ねじれ,report,L2
layer3,E33-a0025,E33-a0023,Y,製品、構成部品の全体または一部が、原寸より長くなった状態,-,-,A040611,,アンラベル,伸び,あんらべる,report,L2
layer3,E33-a0026,E33-a0023,Y,製品、構成部品の全体または一部がへこむこと,2526,Dent in Material,A040602,,陥没,凹み,かんぼつ,report,L2
layer3,E33-a0027,E33-a0023,Y,チューブなどの管状のものや棒状のものに曲げ負荷がかかって弓状に変形すること,2889,Buckled Material,A040601,,ひずみ,曲がり,ひずみ,report,L2
layer3,E33-a0028,E33-a0023,Y,薬品などを吸収し、膨らんだ形状（体積が膨張・膨潤した状態）になること,2987,Mushroomed,A040612,,,膨潤,ぼうじゅん,report,L2
layer2,E33-a0029,E33_DeviceProblem,Y,,,,,,,抜け,ぬけ,not report,L1
layer3,E33-a0030,E33-a0029,Y,患者に挿入した医療機器が意図せずに抜けること。患者自身が抜去してしまう場合は、自己抜去,1395,Migration of Device or Device Component,A0104,,自然抜去,事故抜去,しぜんばっきょ,report,L2
layer2,E33-a0031,E33_DeviceProblem,Y,,,,,,,固定,こてい,not report,L1
layer3,E33-a0032,E33-a0031,Y,接合、接続している部分が外れること,-,-,A051201,,脱転,外れ,だってん,report,L2
layer3,E33-a0033,E33-a0031,Y,接続部分、固定などが緩むこと,2900,Connection Issue,A0511,,がたつき,緩み,がたつき,report,L2
layer3,E33-a0034,E33-a0031,Y,分離しているべき、部品(製品)同士が結合すること,-,-,A0509,,,癒着,ゆちゃく,report,L2
layer2,E33-a0035,E33_DeviceProblem,Y,,,,,,,使用,しよう,not report,L1
layer3,E33-a0036,E33-a0035,Y,縫合糸等の糸状の物がうまく結べないもしくは結ばれていない状態となること,-,-,A0414,,,縫合不全,ほうごうふぜん,report,L2
layer2,E33-a0037,E33_DeviceProblem,Y,,,,,,,損傷,そんしょう,not report,L1
layer3,E33-a0038,E33-a0037,Y,穴が開いた状態,1293,Hole in Material,A0410,,ピンホール,穴,ぴんほーる,report,L2
layer3,E33-a0039,E33-a0037,Y,管状のものや棒状のものに曲げ負荷がかかって壊れること,-,-,A0401,,キンク,折れ,きんく,report,L2
layer3,E33-a0040,E33-a0037,Y,医療機器又はその部品が、壁などを貫いた（突き抜けた）状態又は突かれた状態,2205,Material Perforation,A0502,,カットアウト,貫通,かっとあうと,report,L2
layer3,E33-a0041,E33-a0037,Y,ひび状に一部が割れること,1135,Crack,A0404,,クラック,亀裂,くらっく,report,L2
layer3,E33-a0042,E33-a0037,Y,引っ張り力、剪断力など負荷によって耐えきれずに二つ以上に分かれてしまうこと,2454,Cut in Material,A0401,,離断,切断,りだん,report,L2
layer3,E33-a0043,E33-a0037,Y,層状に構成されているものの一部分が剥がれること。（コーティング材、ラベルなど）,1454,Peeled,A040506,,剥がれ,剥離,はがれ,report,L2
layer3,E33-a0044,E33-a0037,Y,気体、液体などの圧力により膨張するなどして物体が割れること,2537,Split,A0402,,バースト,破裂,ばーすと,report,L2
layer3,E33-a0045,E33-a0037,Y,糸などがほつれること,-,-,A040508,,,解れ,ほつれ,report,L2
layer3,E33-a0046,E33-a0037,Y,医療機器の構成部品（原材料）のプラスチック材などの成分が溶け出すこと,2893,Chemical Issue,A040610,,,溶出,ようしゅつ,report,L2
layer2,E33-a0047,E33_DeviceProblem,Y,,,,,,,感染,かんせん,not report,L1
layer3,E33-a0048,E33-a0047,Y,包装材料の全体又は一部が欠けたり、汚損したり、滅菌状態に影響を及ぼす状態などのこと。包装のシール状態に関する不具合を含む,2385,"Tear, Rip or Hole in Device Packaging",A0205,,,包装の損傷,ほうそうのそんしょう,report,L2
layer2,E33-a0049,E33_DeviceProblem,Y,,,,,,,変色,へんしょく,not report,L1
layer3,E33-a0050,E33-a0049,Y,金属が化学反応によりさびること、又さびた状態,1131,Corrosion,A040502,,,腐食,ふしょく,report,L2
layer2,E33-a0051,E33_DeviceProblem,Y,,,,,,,流量,りゅうりょう,not report,L1
layer3,E33-a0052,E33-a0051,Y,すぼまって狭いこと。カテーテル・チューブなどの内腔が何らかの原因で狭くなること,1094,Device Clogged,A140902,,,狭窄,きょうさく,report,L2
layer3,E33-a0053,E33-a0051,Y,流路部分などが塞がってしまうこと,1423,Occlusion within Device,A1409,,閉塞,詰まり,へいそく,report,L2
layer1,E33_PatientProblem,E33,,,,,,,,,,,
layer2,E33-e0054,E33_PatientProblem,Y,,,,,,,アレルギー症状,あれるぎーしょうじょう,not report,L1
layer3,E33-e0055,E33-e0054,Y,血圧が下がって、死にそうになること,1703,"Shock, Anaphylactic",E2336,,,ショック,しょっく,report,L2
layer3,E33-e0056,E33-e0054,Y,通常は一過性であり、真皮上層に及ぶ血管反応。毛細血管の拡張および透過性の増加による局所性の浮腫が表れたもので、膨疹の発現を特徴とする,2278,Urticaria,E172006,,,蕁麻疹,じんましん,report,L2
layer2,E33-e0057,E33_PatientProblem,Y,,,,,,,炎症症状,えんしょうしょうじょう,not report,L1
layer3,E33-e0058,E33-e0057,Y,皮膚に小さい吹き出物のできること,2033,Rash,E1714,,,発疹,ほっしん,report,L2
layer2,E33-e0059,E33_PatientProblem,Y,,,,,,,患者訴え（愁訴）,かんじゃうったえ（しゅうそ）,not report,L1
layer3,E33-e0060,E33-e0059,N,胃の中の物をもどしそうな感じ,2144,Vomiting,E1020,,吐気,嘔気,はきけ,report,L2
layer3,E33-e0061,E33-e0059,Y,急な発熱により起こる、ぞくぞくとした寒け,2191,Chills,E2304,,,悪寒,おかん,report,L2
layer3,E33-e0062,E33-e0059,Y,気分が快くないこと,2330,Discomfort,E2311,,気分不良,気分不快,きぶんふりょう,report,L2
layer3,E33-e0063,E33-e0059,Y,においを感じる感覚に異常があることで、嗅覚過敏性増加症，嗅覚減退症，嗅覚脱失症，嗅覚錯誤症，嗅覚幻覚などがある,-,-,E2402,,異臭感,嗅覚異常,いしゅうかん,report,L2
layer3,E33-e0064,E33-e0059,Y,胸部に起こる疼痛ないし不快感,-,-,E233001,,胸部不快感,胸痛,きょうぶふかいかん,report,L2
layer3,E33-e0065,E33-e0059,Y,心身が疲れてだるい様子,-,-,E020204,,,倦怠感,けんたいかん,report,L2
layer3,E33-e0066,E33-e0059,Y,肌が熱くてひりひりするような感覚,2146,Burning Sensation,E1705,,,灼熱感,しゃくねつかん,report,L2
layer3,E33-e0067,E33-e0059,Y,心臓の鼓動が激しくなること,-,-,E2402,,,心悸亢進,しんきこうしん,report,L2
layer3,E33-e0068,E33-e0059,Y,頭部に感じる痛みのうち、表面痛でないもの,1880,Headache,E0116,,,頭痛,ずつう,report,L2
layer3,E33-e0069,E33-e0059,Y,末梢器官から大脳知覚領に至る知覚伝導路の障害により異常感覚が起こること,-,-,E0134,,,知覚異常,ちかくいじょう,report,L2
layer3,E33-e0070,E33-e0059,Y,心臓の拍動が自分で感じられる状態のこと,2467,Palpitations,E2402,,,動悸,どうき,report,L2
layer3,E33-e0071,E33-e0059,Y,背中が痛むこと,-,-,E2330,,,背部痛,はいぶつう,report,L2
layer3,E33-e0072,E33-e0059,Y,風邪や花粉症などによって、鼻が詰まった状態になること,-,-,E0728,,鼻づまり,鼻閉,はなづまり,report,L2
layer3,E33-e0073,E33-e0059,Y,血液中の赤血球数または血色素量が正常値以下に減少した状態,1706,Anemia,E0301,,貧血症,貧血,ひんけつしょう,report,L2
layer3,E33-e0074,E33-e0059,Y,腹部が痛むこと,-,-,E1002,,,腹痛,ふくつう,report,L2
layer3,E33-e0075,E33-e0059,Y,熱気などで顔が赤くなること,2153,Hot Flashes,E1204,,,ほてり,ほてり,report,L2
layer3,E33-e0076,E33-e0059,Y,口内に不快な味がすること,-,-,E0135,,異味感,味覚異常,いみかん,report,L2
layer3,E33-e0077,E33-e0059,Y,外界に音源がないのに雑音が聞こえる状態,2103,Tinnitus,E0904,,耳鳴,耳鳴り,じめい,report,L2
layer3,E33-e0078,E33-e0059,Y,目がくらむこと。目がくらくらして倒れそうになること,2134,Vertigo,E0112,,,めまい,めまい,report,L2
layer3,E33-e0079,E33-e0059,Y,吐き気、嘔気ともいい、今にも嘔吐しそうな不快な感覚のこと,1970,Nausea,E1020,,嘔気,悪心,おうき,report,L2
layer2,E33-e0080,E33_PatientProblem,Y,,,,,,,感染症状,かんせんしょうじょう,not report,L1
layer3,E33-e0081,E33-e0080,Y,微生物が、体内に侵入・定着した状態,1930,Infection,E1906,,感染症,感染,かんせんしょう,report,L2
layer3,E33-e0082,E33-e0080,Y,体温が正常値を超えて上昇すること,1858,Fever,E230101,,高熱,発熱,こうねつ,report,L2
layer2,E33-e0083,E33_PatientProblem,Y,,,,,,,機能性障害,きのうせいしょうがい,not report,L1
layer3,E33-e0084,E33-e0083,Y,呼吸する という生理的運動に際して、苦しさや努力感などの自覚症状を有する状態,2484,Respiratory failure,E0717,,起座呼吸,呼吸困難,きざこきゅう,report,L2
layer3,E33-e0085,E33-e0083,Y,脳血管の血流が阻害されることにより発生する脳の機能的、器質的障害,1770,Cerebrovascular Accident,E013302,,虚血性脳卒中,虚血性脳血管障害,きょけつせいのうそっちゅう,report,L2
layer3,E33-e0086,E33-e0083,Y,脳血管からの出血により発生する脳の機能的、器質的障害,1770,Cerebrovascular Accident,E013301,,出血性脳卒中,出血性脳血管障害,しゅっけつせいのうそっちゅう,report,L2
layer3,E33-e0087,E33-e0083,Y,脳の機能的、器質的障害のうち、出血性あるいは虚血性のどちらかが特定できないもの,1770,Cerebrovascular Accident,E0133,,脳卒中,脳血管障害,のうそっちゅう,report,L2
layer3,E33-e0088,E33-e0083,Y,通常のその人の正常血圧値から大きく血圧が上がること,1908,Hypertension,E2320,,,血圧上昇,けつあつじょうしょう,report,L2
layer3,E33-e0089,E33-e0083,Y,通常のその人の正常血圧値から大きく血圧が下がること,1914,Hypoteision,E2321,,低血圧,血圧低下,ていけつあつ,report,L2
layer2,E33-e0090,E33_PatientProblem,Y,,,,,,,組織異常,そしきいじょう,not report,L1
layer3,E33-e0091,E33-e0090,Y,血液中のアルブミン濃度が低下していること,-,-,E2402,,低アルブミン血症,アルブミン濃度低下,ていあるぶみんけっしょう,report,L2
layer3,E33-e0092,E33-e0090,Y,使用中及び使用後に血小板数の減少が認められる,1779,Coagulopathy,E030202,,,血小板減少,けっしょうばんげんしょう,report,L2
layer2,E33-e0093,E33_PatientProblem,Y,,,,,,,その他の事象,そのたのじしょう,not report,L1
layer3,E33-e0094,E33-e0093,Y,熱感、紅潮、発汗が突然かつ一過性に発生する症状,-,-,E1204,,,顔面紅潮,がんめんこうちょう,report,L2
layer3,E33-e0095,E33-e0093,Y,自律神経に障害が起き、汗をかく機能に異常が起きること,2452,Diaphoretic,E2310,,異常発汗,発汗異常,いじょうはっかん,report,L2
layer3,E33-e0096,E33-e0093,Y,過剰な水分貯留による瞼の腫脹した状態,-,-,E2338,,,眼瞼浮腫,がんけんふしゅ,report,L2
layer3,E33-e0097,E33-e0093,N,血圧が正常範囲を超えて低く維持されている状態のこと,1914,,,,,低血圧,ていけつあつ,report,L2
layer3,E33-e0099,E33-e0093,Y,遺伝子変異によって自律的で制御されない増殖を行うようになった細胞集団（腫瘍、良性腫瘍と悪性腫瘍）のなかで周囲の組織に浸潤し、また転移を起こす腫瘍のこと,-,-,E1801,,悪性腫瘍,悪性新生物,あくせいしゅよう,report,L2
layer3,E33-e0100,E33-e0093,Y,大便が液状あるいは液状に近い状態になって排泄(はいせつ)されること,1811,Diarrhea,E1008,,,下痢,げり,report,L2
layer3,E33-e0122,E33-e0093,Y,反射的に口から胃の内容物を吐き出す行為、又はその症状のこと,,,E1032,,,嘔吐,おうと,report,L2
layer2,E33-e0101,E33_PatientProblem,Y,血管の中にプラークと呼ばれるこぶができ、血管が細くなったり詰まったりすること,2002,Peripheral Vascular Disease,,,,末梢血管障害,まっしょうけっかんしょうがい,not report,L1
layer2,E33-e0098,E33_PatientProblem,N,,,,,,,その他の事象（二次）,そのたのじしょう（にじ）,not report,L1
layer2,E33-e0102,E33_PatientProblem,Y,,,,,,,反射症状,はんしゃしょうじょう,not report,L1
layer3,E33-e0103,E33-e0102,Y,筋緊張(筋トーヌス)の亢進した状態のこと,2223,"Convulsion, Tonic",E0122,,,筋痙縮,きんけいしゅく,report,L2
layer3,E33-e0104,E33-e0102,Y,筋肉の 収縮、弛緩が繰り返された場合に起こる不随意のリズミカル運動,2515,Shaking/Tremors,E012206,,,筋振戦,きんしんせん,report,L2
layer3,E33-e0105,E33-e0102,Y,肺や気道から空気を強制的に排出させるため、通常繰り返して起こる、気管・喉頭・呼吸筋の反射的な収縮運動,-,-,E0712,,,咳き込み,せきこみ,report,L2
layer2,E33-e0106,E33_PatientProblem,Y,,,,,,,不整脈,ふせいみゃく,not report,L1
layer3,E33-e0107,E33-e0106,Y,心室が不規則に震えるように痙攣（けいれん）する状態のこと,2130,Ventricular Fibrillation,E060110,,,心室細動,しんしつさいどう,report,L2
layer3,E33-e0108,E33-e0106,Y,不整脈のうち、心室細動、心室性不整脈及び上室性不整脈のいずれかに特定されないもの,-,-,E0601,,頻脈,その他不整脈,ひんみゃく,report,L2
layer3,E33-e0119,E33-e0106,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、上室性かつ徐脈性のもの,,,E0601,,,上室性不整脈（徐脈性）,じょうしつせいふせいみゃく（じょみゃくせい）,report,L2
layer3,E33-e0120,E33-e0106,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、上室性かつ頻脈性のもの,,,E0601,,,上室性不整脈（頻脈性）,じょうしつせいふせいみゃく（ひんみゃくせい）,report,L2
layer3,E33-e0121,E33-e0106,Y,心拍が不規則であったり、速すぎたり（頻脈）、遅すぎたり（徐脈）、心臓を伝わる電気刺激が異常な伝導経路をとることで生じるなど心拍リズムの異常のうち、心室性のもの（心室細動を除く）,,,E0601,,,心室性不整脈,しんしつせいふせいみゃく,report,L2
layer2,E33-e0109,E33_PatientProblem,Y,,,,,,,予後不良,よごふりょう,not report,L1
layer3,E33-e0110,E33-e0109,Y,長期透析患者の骨や軟骨、滑膜(かつまく)などの骨関節組織にβ2‐ミクログロブリンを原料とするアミロイド線維が沈着することで生じる、骨・関節障害の総称,-,-,E2402,,,透析アミロイドーシス,とうせきあみろいどーしす,report,L2
layer1,E33_Component,E33,,,,,,,,,,,
layer2,E33-g0111,E33_Component,Y,,,,G04034,,,ルアーロックコネクタ,るあーろっくこねくた,report,L1
layer2,E33-g0112,E33_Component,Y,,,,G04134,,,エクステンションチューブ,えくすてんしょんちゅーぶ,report,L1
layer2,E33-g0113,E33_Component,Y,,,,G0402301,,,AV分岐部,えーぶいぶんきぶ,report,L1
layer2,E33-g0114,E33_Component,Y,,,,G04023,,,シャフト,しゃふと,report,L1
layer2,E33-g0115,E33_Component,Y,,,,G04020,,,保護キャップ,ほごきゃっぷ,report,L1
layer2,E33-g0116,E33_Component,Y,,,,G0405203,,,セーフティークランプ,せーふてぃーくらんぷ,report,L1
layer2,E33-g0117,E33_Component,Y,,,,G04080,,,ラベル,らべる,report,L1
layer2,E33-g0118,E33_Component,Y,,,,G04094,,,滅菌包装,めっきんほうそう,report,L1
terminology,E34,,,,,,,,,,,,
layer1,E34_DeviceProblem,E34,,,,,,,,,,,
layer2,E34-a0001,E34_DeviceProblem,Y,,,,,,,位置,いち,not report,L1
layer3,E34-a0002,E34-a0001,Y,体内の目的部位へ適切に留置できないこと,1467,Difficult to Position,A150201,,設置困難,留置困難,せっちこんなん,report,L2
layer2,E34-a0003,E34_DeviceProblem,Y,,,,,,,移動,いどう,not report,L1
layer3,E34-a0004,E34-a0003,Y,留置位置が本来の部位から別の部位へ移動すること。装置の場合は、設置位置から移動してしまうこと,1395,Migration of Device or Device Component,A051201,,バックアウト,ずれ,ばっくあうと,report,L2
layer2,E34-a0005,E34_DeviceProblem,Y,,,,,,,異物,いぶつ,not report,L1
layer3,E34-a0006,E34-a0005,Y,異物が付着したり混入していること,2944,Foreign Material Present in Device,A18,,,異物混入,いぶつこんにゅう,report,L2
layer3,E34-a0007,E34-a0005,Y,血栓が付着すること,2317,Device Contamination with Blood or Blood Product,A180103,,,血栓付着,けっせんふちゃく,report,L2
layer3,E34-a0008,E34-a0005,Y,カルシウムが沈着すること,1077,Calcified,A040501,,,石灰化,せっかいか,report,L2
layer3,E34-a0009,E34-a0005,N,カテーテルが注入されたニトログリセリンを吸ってしまうこと,-,-,A27,,,ニトログリセリン吸収,にとろぐりせりんきゅうしゅう,report,L2
layer2,E34-a0010,E34_DeviceProblem,Y,,,,,,,機能,きのう,not report,L1
layer3,E34-a0011,E34-a0010,Y,バルーン、ステントが膨らまない（展開しない）こと,-,-,A040604,,膨張不能,拡張不能,ぼうちょうふのう,report,L2
layer3,E34-a0012,E34-a0010,Y,内部より針、チューブ、ワイヤ等を突出させる際に、出過ぎること,2979,Material Protrusion,A1502,,突出異常,過剰突出,とっしゅついじょう,report,L2
layer3,E34-a0013,E34-a0010,Y,製品の全体、一部について意図しない収縮が発生すること,2977,Material Distortion,A0406,,,収縮,しゅうしゅく,report,L2
layer3,E34-a0014,E34-a0010,Y,収縮を意図した操作に反応しない及び意図したタイミングに収縮しないこと,1149,Deflation Issue,A1401,,収縮不良,収縮不能,しゅうしゅくふりょう,report,L2
layer3,E34-a0015,E34-a0010,Y,滑り性能が低下すること,-,-,A0513,,滑性低下,潤滑性低下,かっせいていか,report,L2
layer3,E34-a0016,E34-a0010,Y,機器本体又は部品の接続部分に障害が出ること。製品同士が接続できないこと,1371,Loose or Intermittent Connection,A12,,接続不完全,接続不良,せつぞくふかんぜん,report,L2
layer3,E34-a0017,E34-a0010,Y,意図したセンシング機能が行われないこと,1439,Failure to Pace or Properly Pace,A0709,,センシングフェイラー,センシング機能不全,せんしんぐふぇいらー,report,L2
layer3,E34-a0018,E34-a0010,Y,医療機器または構成品の挿入が正常にできないこと。挿入が難しいことを含む,1316,Difficult to Insert,A150206,,スタック,挿入不能,すたっく,report,L2
layer3,E34-a0019,E34-a0010,Y,薬液・ガスなどが正常に注入されないこと,2340,Failure to Infuse,A140802,,,注入不能,ちゅうにゅうふのう,report,L2
layer3,E34-a0020,E34-a0010,Y,内部より針、チューブ、ワイヤ等を突出させる際に、十分な突出長が得られない,-,-,A1502,,,突出不能,とっしゅつふのう,report,L2
layer3,E34-a0021,E34-a0010,Y,留置した部位から取り去ることができないこと。また、注入した物質が抜けないこと,-,-,A150207,,抜去困難,抜去不能,ばっきょこんなん,report,L2
layer3,E34-a0022,E34-a0010,Y,意図したペーシング機能が行われないこと,1439,Failure to Pace or Properly Pace,A0712,,ペーシングフェイラー,ペーシング機能不全,ぺーしんぐふぇいらー,report,L2
layer3,E34-a0023,E34-a0010,Y,薬液、血液、体液などが本来流れる方向とは反対方向に流れること,1522,Reflux within Device,A140501,,逆血,逆流,ぎゃっけつ,report,L2
layer3,E34-a0024,E34-a0010,Y,絶縁が破れたり、外的要因により導体間が電気的に接続されたりして電気回路外に電流が流れること,1198,Electrical Issue,A072102,,,漏電,ろうでん,report,L2
layer3,E34-a0148,E34-a0010,Y,波形が消失し、波形を確認できない,,,A090206,,,波形消失,はけいしょうしつ,report,L2
layer2,E34-a0025,E34_DeviceProblem,Y,,,,,,,気密,きみつ,not report,L1
layer3,E34-a0026,E34-a0025,Y,ライン内等に空気が混入すること,2944,Foreign Material Present in Device,A1402,,気泡混入,空気混入,きほうこんにゅう,report,L2
layer2,E34-a0027,E34_DeviceProblem,Y,,,,,,,漏れ,もれ,not report,L1
layer3,E34-a0028,E34-a0027,Y,液体、ガスなど（血液、体液を含む）が流路又は医療機器外部に漏れること,1354,Leak,A0504,,リーク,漏れ,りーく,report,L2
layer2,E34-a0029,E34_DeviceProblem,Y,,,,,,,流量,りゅうりょう,not report,L1
layer3,E34-a0030,E34-a0029,Y,設定した流量又は予定量を超えること,2404,Overfill,A0511,,サイフォニング,過量投与,さいふぉにんぐ,report,L2
layer2,E34-a0031,E34_DeviceProblem,Y,,,,,,,形状,けいじょう,not report,L1
layer3,E34-a0032,E34-a0031,Y,捻れた状態,2981,Material Twisted,A040609,,,捻れ,ねじれ,report,L2
layer3,E34-a0033,E34-a0031,Y,製品、構成部品の全体または一部が、原寸より長くなった状態,-,-,A040611,,アンラベル,伸び,あんらべる,report,L2
layer3,E34-a0034,E34-a0031,Y,製品、構成部品の全体または一部がへこむこと,2526,Dent in Material,A040602,,陥没,凹み,かんぼつ,report,L2
layer3,E34-a0035,E34-a0031,Y,チューブなどの管状のものや棒状のものに曲げ負荷がかかって弓状に変形すること,2889,Buckled Material,A040601,,ひずみ,曲がり,ひずみ,report,L2
layer3,E34-a0036,E34-a0031,Y,薬品などを吸収し、膨らんだ形状（体積が膨張・膨潤した状態）になること,2987,Mushroomed,A040612,,,膨潤,ぼうじゅん,report,L2
layer2,E34-a0037,E34_DeviceProblem,Y,,,,,,,固定,こてい,not report,L1
layer3,E34-a0038,E34-a0037,Y,留置中の体動などによりカテーテル等が絡んで結び目を形成すること,1340,Knotted,A0511,,ループ形成,結節形成,るーぷけいせい,report,L2
layer3,E34-a0039,E34-a0037,Y,カテーテル、チューブ等がたるんだ状態,2977,Material Distortion,A27,,,たるみ,たるみ,report,L2
layer3,E34-a0040,E34-a0037,Y,接合、接続している部分が外れること,-,-,A051201,,脱転,外れ,だってん,report,L2
layer3,E34-a0041,E34-a0037,Y,接続部分、固定などが緩むこと,2900,Connection Issue,A1205,,がたつき,緩み,がたつき,report,L2
layer3,E34-a0042,E34-a0037,Y,分離しているべき、部品(製品)同士が結合すること,-,-,A0509,,,癒着,ゆちゃく,report,L2
layer2,E34-a0043,E34_DeviceProblem,Y,,,,,,,抜け,ぬけ,not report,L1
layer3,E34-a0044,E34-a0043,Y,患者に挿入した医療機器が意図せずに抜けること。患者自身が抜去してしまう場合は、自己抜去,1395,Migration of Device or Device Component,A0104,,抜去,事故抜去,ばっきょ,report,L2
layer2,E34-a0045,E34_DeviceProblem,Y,,,,,,,使用,しよう,not report,L1
layer3,E34-a0046,E34-a0045,Y,縫合糸等の糸状の物がうまく結べないもしくは結ばれていない状態となること,-,-,A0414,,,縫合不全,ほうごうふぜん,report,L2
layer2,E34-a0047,E34_DeviceProblem,Y,,,,,,,損傷,そんしょう,not report,L1
layer3,E34-a0048,E34-a0047,Y,穴が開いた状態,1293,Hole in Material,A0410,,ピンホール,穴,ぴんほーる,report,L2
layer3,E34-a0049,E34-a0047,Y,管状のものや棒状のものに曲げ負荷がかかって壊れること,-,-,A0401,,キンク,折れ,きんく,report,L2
layer3,E34-a0050,E34-a0047,Y,医療機器又はその部品が、壁などを貫いた（突き抜けた）状態又は突かれた状態,2205,Material Perforation,A0502,,カットアウト,貫通,かっとあうと,report,L2
layer3,E34-a0051,E34-a0047,Y,電圧を発生している２点を導線などで接続すること、又、接続されたことで瞬間的に大電流が流れた状態のこと,-,-,A072102,,短絡,ショート,たんらく,report,L2
layer3,E34-a0052,E34-a0047,Y,引っ張り力、剪断力など負荷によって耐えきれずに二つ以上に分かれてしまうこと,2454,Cut in Material,A0414,,離断,切断,りだん,report,L2
layer3,E34-a0053,E34-a0047,Y,カテーテル内の電線等が切断されること,1114,Failure to Conduct,A0710,,,断線,だんせん,report,L2
layer3,E34-a0054,E34-a0047,Y,層状に構成されているものの一部分が剥がれること（コーティング材、ラベルなど）,1454,Peeled,A040506,,剥がれ,剥離,はがれ,report,L2
layer3,E34-a0055,E34-a0047,Y,気体、液体などの圧力により膨張するなどして物体が割れること,2537,Split,A0402,,バースト,破裂,ばーすと,report,L2
layer3,E34-a0056,E34-a0047,Y,糸などがほつれること,-,-,A040508,,,解れ,ほつれ,report,L2
layer3,E34-a0057,E34-a0047,Y,ひび状に一部が割れること,1135,Crack,A0404,,クラック,亀裂,くらっく,report,L2
layer3,E34-a0058,E34-a0047,Y,医療機器の構成部品（原材料）のプラスチック材などの成分が溶け出すこと,2893,Chemical Issue,A040610,,,溶出,ようしゅつ,report,L2
layer3,E34-a0059,E34-a0047,Y,電気的接触、化学変化などにより材質が溶けること,1385,Melted,A040610,,,溶融,ようゆう,report,L2
layer2,E34-a0060,E34_DeviceProblem,Y,,,,,,,感染,かんせん,not report,L1
layer3,E34-a0061,E34-a0060,Y,細菌、ガスなどの有毒成分やちりなどで汚れたり、触れるなどして汚れること,1120,Contamination During Use,A1801,,汚れ,汚染,よごれ,report,L2
layer1,E34_PatientProblem,E34,,,,,,,,,,,
layer2,E34-e0062,E34_PatientProblem,Y,,,,,,,アレルギー症状,あれるぎーしょうじょう,not report,L1
layer3,E34-e0063,E34-e0062,Y,過敏な抗原抗体反応のこと,-,-,E0402,,,アレルギー反応,あれるぎーはんのう,report,L2
layer3,E34-e0064,E34-e0062,Y,皮膚や粘膜が充血して赤くなること,2443,Skin Inflammation,E1720,,,発赤,ほっせき,report,L2
layer3,E34-e0065,E34-e0062,Y,通常は一過性であり、真皮上層に及ぶ血管反応。毛細血管の拡張および透過性の増加による局所性の浮腫が表れたもので、膨疹の発現を特徴とする,2278,Urticaria,E172006,,,蕁麻疹,じんましん,report,L2
layer3,E34-e0066,E34-e0062,Y,気道のびまん性炎症による疾患で、部分的または完全に可逆的な気管支収縮を生じさせる様々な誘発的刺激により引き起こされる,1726,Asthma,E0706,,,喘息,ぜんそく,report,L2
