"薬効分類","新旧","販売名","添付文書番号","更新日","業者１","業者２","業者３","製造販売元"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","トルリシティ皮下注0.75mgアテオス...","2499416G1029_1_18","2024年06月24日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","トレシーバ注フレックスタッチ...","2492419G1021_1_12","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","トレシーバ注ペンフィル","2492419A1029_1_11","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ナサニール点鼻液0.2％","2499702Q1043_3_03","2022年08月24日","製造販売元／ファイザー株式会社","","","ファイザー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド30ミックス注フレッ...","2492415G2020_1_21","2023年11月30日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド30ミックス注ペンフ...","2492415A4038_1_13","2023年11月30日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド50ミックス注フレッ...","2492415G4022_1_10","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド注100単位mL","2492415A3031_1_12","2023年11月29日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド注フレックスタッチ...","2492415G1031_1_12","2023年11月29日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボラピッド注ペンフィル","2492415A2035_1_13","2023年11月29日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボリン30R注フレックスペン...","2492413G5046_1_17","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボリンN注フレックスペン","2492413G1059_1_19","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボリンR注100単位mL","2492403A4043_1_11","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ノボリンR注フレックスペン","2492413G8053_1_18","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","バイエッタ皮下注5µgペン300...","2499411G1026_2_07","2023年02月14日","製造販売元（／アストラゼネカ株式会社","","","アストラゼネカ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","バクスミー点鼻粉末剤3mg","2492700R1022_1_04","2024年06月17日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒポクライン注射液1.2／...","2499404A1023_2_03","2023年10月01日","製造販売元／ニプロESファーマ株式会社","","","ニプロESファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリン37注100単位mL","2492403H1034_1_17","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリン37注カート／...","2492403H6036_2_10","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリンN注100単位mL","2492403A3047_1_18","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリンN注カート／...","2492403H5030_2_10","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリンR注100単位mL","2492403A4051_1_19","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマリンR注カート／...","2492403H4041_2_11","2021年01月12日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマログミックス25注カート...","2492414A3029_1_29","2020年05月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマログミックス50注カート...","2492414A4025_1_30","2020年05月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマログ注100単位mL","2492414A2030_1_17","2020年05月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ヒューマログ注カート／...","2492414A1026_1_36","2020年05月19日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ビクトーザ皮下注18mg","2499410G1021_1_12","2024年02月05日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィアスプ注100単位mL","2492415A5026_1_05","2023年07月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィアスプ注フレックスタッチ...","2492415G7021_1_05","2023年07月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「FCI」...","249900XF1110_1_07","2024年04月11日","製造販売元／富士化学工業株式会社","","","富士化学工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「NIG」...","249900XF1137_1_02","2023年08月29日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「RTO」...","249900XF1102_1_03","2023年08月29日","製造販売元／リョートーファイン株式会社","販売元／江州製薬株式会社","","リョートーファイン株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「SN」...","249900XF1048_1_04","2023年08月29日","製造販売元／シオノケミカル株式会社","発売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","シオノケミカル株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「TCK」...","249900XF1072_2_05","2024年02月09日","製造販売元／辰巳化学株式会社","販売元／岩城製薬株式会社","","辰巳化学株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「TCK」...","249900XF1072_1_06","2024年02月09日","製造販売元／辰巳化学株式会社","販売元／本草製薬株式会社","","辰巳化学株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「VTRS」...","249900XF1145_1_05","2024年07月01日","製造販売元／ヴィアトリス・ヘルスケア合同会社","販売元／ヴィアトリス製薬合同会社","","ヴィアトリス・ヘルスケア合同会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「クラシエ」...","249900XF1064_1_06","2023年08月29日","製造販売元／大興製薬株式会社","発売元／クラシエ薬品株式会社","","大興製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「サワイ」...","249900XF1056_1_05","2023年08月29日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠0.2mg「トーワ」...","249900XF1080_1_05","2024年01月31日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","フィナステリド錠1mg「NIG」","249900XF2133_1_03","2024年10月01日","製造販売元／日医工岐阜工場株式会社","販売／アンファー製薬株式会社","","日医工岐阜工場株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ブセレリン点鼻液0.15%「F」","2499701R1095_1_03","2022年12月28日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ブセレリン点鼻液0.15%「ILS」","2499701R1087_1_04","2024年02月16日","製造販売元／ILS株式会社","販売元／日医工株式会社","","ILS株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ブセレリン点鼻液0.15%「ILS」","2499701R1087_2_05","2024年09月09日","製造販売元／ILS株式会社","販売元／日本ジェネリック株式会社","","ILS株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プレグランディン腟坐剤1mg","2499700H1036_1_05","2023年07月24日","製造販売／小野薬品工業株式会社","","","小野薬品工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プロウペス腟用剤10mg","24997A2H1020_1_05","2023年11月30日","製造販売元（／フェリング・ファーマ株式会社","販売元／富士製薬工業株式会社","","フェリング・ファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プロスタグランジンE2錠0.5mg「科...","2499005F1030_1_09","2022年09月20日","製造販売元／科研製薬株式会社","","","科研製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プロスタグランジンE2錠0.5mg「科...","2499005F1030_2_10","2024年12月11日","製造販売元／科研製薬株式会社","発売元／富士製薬工業株式会社","","科研製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プロスタルモン・F注射液1000","2499401A2050_2_06","2024年09月05日","製造販売元／丸石製薬株式会社","","","丸石製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","プロペシア錠0.2mg／プ...","249900XF1021_3_03","2023年08月29日","製造販売元／オルガノン株式会社","","","オルガノン株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ボンゾール錠100mg","2499007F1021_3_09","2021年04月05日","製造販売元／田辺三菱製薬株式会社","提携／SANOFI","","田辺三菱製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ボンゾール錠200mg","2499007F2028_3_09","2021年04月05日","製造販売元／田辺三菱製薬株式会社","提携／SANOFI","","田辺三菱製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","マンジャロ皮下注2.5mgアテオス...","2499422G1024_1_06","2024年08月26日","製造販売元／日本イーライリリー株式会社","販売元／田辺三菱製薬株式会社","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","メトレレプチン皮下注用11.25mg「キ...","2499414D1031_1_01","2024年08月21日","製造販売元／キエジ・ファーマ・ジャパン株式会社","","","キエジ・ファーマ・ジャパン株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","メフィーゴパック","249910AX1028_1_03","2024年11月29日","製造販売／ラインファーマ株式会社","","","ラインファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ライゾデグ配合注フレックスタッ...","2492500G1025_1_06","2023年11月29日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ランタスXR注ソロスター","2492416G3020_1_06","2023年10月20日","製造販売元／サノフィ株式会社","","","サノフィ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ランタス注100単位／mL","2492416A3036_1_13","2023年10月20日","製造販売元／サノフィ株式会社","","","サノフィ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ランタス注カート","2492416A1033_1_14","2023年10月20日","製造販売元／サノフィ株式会社","","","サノフィ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ランタス注ソロスター","2492416G2024_1_16","2023年10月20日","製造販売元／サノフィ株式会社","","","サノフィ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リキスミア皮下注300μg","2499415G1024_1_10","2023年02月14日","製造販売元／サノフィ株式会社","","","サノフィ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リベルサス錠3mg／リベ...","2499014F1021_1_05","2024年02月05日","製造販売元／ノボノルディスクファーマ株式会社","販売提携／MSD株式会社","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リュープリンPRO注射用キット22.5mg...","2499407G4029_1_08","2023年05月16日","製造販売元／武田薬品工業株式会社","","","武田薬品工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リュープリンSR注射用キット11.25mg...","2499407G3030_1_08","2023年05月16日","製造販売元／武田薬品工業株式会社","","","武田薬品工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リュープリン注射用1.88mg／...","2499407D1031_1_07","2023年05月16日","製造販売元／武田薬品工業株式会社","","","武田薬品工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リュープロレリン酢酸塩注射用キ...","2499407G1046_1_07","2023年11月30日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","リュープロレリン酢酸塩注射用キ...","2499407G1038_1_08","2024年09月11日","製造販売元／ニプロ株式会社","","","ニプロ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ルムジェブ注100単位mL","2492414A6028_1_06","2022年12月06日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","ルムジェブ注カート／...","2492414A7024_1_05","2022年12月06日","製造販売元／日本イーライリリー株式会社","","","日本イーライリリー株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","レベスティブ皮下注用3.8mg／...","2499419D1026_1_06","2023年06月08日","製造販売元／武田薬品工業株式会社","","","武田薬品工業株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","レベミル注フレックスペン...","2492417G1030_1_15","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","レベミル注ペンフィル","2492417A1038_1_15","2023年11月10日","製造販売元／ノボノルディスクファーマ株式会社","","","ノボノルディスクファーマ株式会社"
"その他のホルモン剤（抗ホルモン剤を含む）：167","","レルミナ錠40mg","2499013F1027_2_06","2023年02月20日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"泌尿器官用剤：2","","ウロマチックS泌尿器科用灌流液3％...","2519700Q1030_2_01","2024年01月01日","製造販売元／製造販売業者バクスター・ジャパン株式会社","","","バクスター・ジャパン株式会社"
"泌尿器官用剤：2","","ヘキサミン静注液2g「ニッシン」...","2511400A1048_1_02","2023年10月27日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","アデスタン腟錠300mg","2529708J2058_1_06","2023年04月24日","製造販売元／バイエル薬品株式会社","","","バイエル薬品株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","イソコナゾール硝酸塩腟錠100mg「F...","2529708J1051_1_02","2023年08月15日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","エストリール腟錠0.5mg","2529701H1058_1_10","2022年03月04日","製造販売元／持田製薬株式会社","","","持田製薬株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","エンペシド腟錠100mg","2529702H1079_1_07","2023年08月01日","製造販売元／バイエル薬品株式会社","","","バイエル薬品株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","オキシコナゾール硝酸塩腟錠100mg「...","2529709H1062_1_02","2023年08月15日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","オキナゾール腟錠100mg／...","2529709H1046_2_05","2021年08月30日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","クロトリマゾール腟錠100mg「F」","2529702H1087_1_03","2023年12月01日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","クロマイ腟錠100mg","2521701H1050_2_02","2023年01月16日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","クロラムフェニコール腟錠100mg「F...","2521701H1068_1_02","2023年07月14日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","チニダゾール腟錠200mg「F」","2529706H1050_1_03","2023年09月15日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","フラジール腟錠250mg","2529707H1063_2_04","2023年07月31日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","フロリード腟坐剤100mg","2529704J1045_1_06","2021年07月27日","製造販売元／持田製薬株式会社","","","持田製薬株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","ホーリンV腟用錠1mg","2529701H2046_1_10","2022年02月25日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"生殖器官用剤（性病予防剤を含む。）：14","","ミレーナ52mg","2529710X1027_1_08","2023年06月01日","製造販売元／バイエル薬品株式会社","","","バイエル薬品株式会社"
"子宮収縮剤：6","","パルタンM注0.2mg","2531401A1118_1_12","2024年01月24日","製造販売元／持田製薬株式会社","","","持田製薬株式会社"
"子宮収縮剤：6","","パルタンM錠0.125mg","2531002F1214_1_11","2024年01月24日","製造販売元／持田製薬株式会社","","","持田製薬株式会社"
"子宮収縮剤：6","","メチルエルゴメトリンマレイン酸...","2531002F1222_1_11","2024年03月13日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"子宮収縮剤：6","","メチルエルゴメトリンマレイン酸...","2531401A1126_1_12","2024年09月11日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"子宮収縮剤：6","","メチルエルゴメトリン注0.2mg「あす...","2531401A1142_1_09","2024年01月24日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"子宮収縮剤：6","","メチルエルゴメトリン錠0.125mg「あ...","2531002F1249_1_09","2024年01月24日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"避妊剤：10","","アンジュ21錠／アンジ...","254910BF3058_1_08","2021年06月01日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","","あすか製薬株式会社"
"避妊剤：10","","シンフェーズT28錠","254910AF1042_3_11","2022年06月27日","製造販売元／科研製薬株式会社","","","科研製薬株式会社"
"避妊剤：10","","トリキュラー錠21／ト...","254910BF1047_2_15","2020年06月01日","製造販売元／バイエル薬品株式会社","","","バイエル薬品株式会社"
"避妊剤：10","","ノルレボ錠1.5mg","254900AF2024_1_06","2022年02月03日","製造販売元／あすか製薬株式会社","販売元／武田薬品工業株式会社","提携／LABORATOIREHRAPHARMA","あすか製薬株式会社"
"避妊剤：10","","ファボワール錠21／フ...","254910CF1033_1_17","2024年06月10日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"避妊剤：10","","ファボワール錠28","254910CF2030_1_01","2024年08月01日","製造販売元／富士製薬工業株式会社","販売元／株式会社ネクイノ","","富士製薬工業株式会社"
"避妊剤：10","","マーベロン21／マーベ...","254910CF1025_3_02","2023年03月17日","製造販売元／オルガノン株式会社","","","オルガノン株式会社"
"避妊剤：10","","ラベルフィーユ21錠／...","254910BF1055_1_11","2023年07月14日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"避妊剤：10","","ラベルフィーユ28錠","254910BF2051_1_01","2024年11月01日","製造販売元／富士製薬工業株式会社","販売元／株式会社ネクイノ","","富士製薬工業株式会社"
"避妊剤：10","","レボノルゲストレル錠1.5mg「F」","254900AF2032_1_06","2023年10月11日","製造販売元／富士製薬工業株式会社","","","富士製薬工業株式会社"
"痔疾用剤：20","","ジオン注無痛化剤付","2559500A1023_3_02","2021年09月21日","製造販売元／ジェイドルフ製薬株式会社","提携先／レキオファーマ株式会社","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ジオン注生食液付","2559500A2020_3_02","2021年09月21日","製造販売元／ジェイドルフ製薬株式会社","提携先／レキオファーマ株式会社","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","タカベンス錠25mg","2559003F1040_1_05","2023年05月17日","製造販売元／高田製薬株式会社","","","高田製薬株式会社"
"痔疾用剤：20","","ネイサート坐剤","2559814J1046_1_07","2024年01月31日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"痔疾用剤：20","","ネリザ坐剤","2559814J1062_1_04","2023年12月22日","製造販売元／ジェイドルフ製薬株式会社","","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ネリザ軟膏","2559814M1042_1_07","2024年03月01日","製造販売元／ジェイドルフ製薬株式会社","","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","パオスクレー内痔核内注射用250mg...","2559400A1033_1_03","2023年06月06日","製造販売元／鳥居薬品株式会社","","","鳥居薬品株式会社"
"痔疾用剤：20","","プロクトセディル坐薬","2559805J1020_3_04","2023年03月15日","製造販売元／EAファーマ株式会社","","","EAファーマ株式会社"
"痔疾用剤：20","","プロクトセディル軟膏","2559806M1021_3_03","2023年04月17日","製造販売元／EAファーマ株式会社","","","EAファーマ株式会社"
"痔疾用剤：20","","ヘモクロンカプセル200mg","2559001M1104_1_08","2023年04月01日","製造販売元／天藤製薬株式会社","","","天藤製薬株式会社"
"痔疾用剤：20","","ヘモナーゼ配合錠","2559101X1036_1_05","2024年05月07日","製造販売元／ジェイドルフ製薬株式会社","","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ヘモナーゼ配合錠","2559101X1036_2_05","2024年05月07日","製造販売元／ジェイドルフ製薬株式会社","販売元／堀井薬品工業株式会社","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ヘモポリゾン軟膏","2559808M1039_1_04","2024年03月01日","製造販売元／ジェイドルフ製薬株式会社","","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ヘモリンガル舌下錠0.18mg","2559002X1032_1_05","2023年08月21日","製造販売元／東菱薬品工業株式会社","販売元／扶桑薬品工業株式会社","","東菱薬品工業株式会社"
"痔疾用剤：20","","ヘモレックス軟膏","2559806M1030_1_14","2024年03月01日","製造販売元／ジェイドルフ製薬株式会社","","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ヘモレックス軟膏","2559806M1030_2_10","2024年03月01日","製造販売元／ジェイドルフ製薬株式会社","販売元／堀井薬品工業株式会社","","ジェイドルフ製薬株式会社"
"痔疾用剤：20","","ヘルミチンS坐剤","2559807J1020_5_05","2024年09月09日","製造販売元／長生堂製薬株式会社","販売元／日本ジェネリック株式会社","","長生堂製薬株式会社"
"痔疾用剤：20","","ボラザG坐剤","2559813J1033_1_09","2023年04月01日","製造販売元／天藤製薬株式会社","","","天藤製薬株式会社"
"痔疾用剤：20","","ボラザG軟膏","2559813M1021_1_09","2023年04月01日","製造販売元／天藤製薬株式会社","","","天藤製薬株式会社"
"痔疾用剤：20","","強力ポステリザン（軟膏）","2559808M1020_1_17","2023年06月26日","製造販売／マルホ株式会社","提携／ドクトル・カーデ製薬会社","","マルホ株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシンOD錠0.1mg「TCK」","2590013F2058_1_02","2023年12月25日","製造販売元／辰巳化学株式会社","","","辰巳化学株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシンOD錠0.1mg「ツルハ...","2590013F2090_1_03","2024年01月23日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシンOD錠0.1mg「トーワ...","2590013F2104_1_02","2023年12月20日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシン錠0.1mg「JG」...","2590013F1043_1_03","2024年09月09日","製造販売元／長生堂製薬株式会社","販売元／日本ジェネリック株式会社","","長生堂製薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシン錠0.1mg「YD」...","2590013F1051_1_02","2023年12月25日","製造販売元／株式会社陽進堂","","","株式会社陽進堂"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシン錠0.1mg「YD」...","2590013F1051_2_02","2023年12月25日","製造販売元／株式会社陽進堂","販売元／共創未来ファーマ株式会社","","株式会社陽進堂"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシン錠0.1mg「サワイ」...","2590013F1078_1_03","2024年07月18日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","イミダフェナシン錠0.1mg「杏林」...","2590013F1060_1_03","2024年05月07日","製造販売元／キョーリンリメディオ株式会社","販売元／杏林製薬株式会社","","キョーリンリメディオ株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","ウテメリン注50mg","2590402A1156_1_14","2022年01月05日","製造販売元／キッセイ薬品工業株式会社","","","キッセイ薬品工業株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","ウテメリン錠5mg","2590004F1192_1_10","2022年01月05日","製造販売元／キッセイ薬品工業株式会社","","","キッセイ薬品工業株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","ウリトス錠0.1mg／ウリ...","2590013F1027_2_04","2024年12月02日","製造販売元／杏林製薬株式会社","","","杏林製薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","ウロカルン錠225mg","2590001F1024_1_06","2020年02月26日","製造販売元／日本新薬株式会社","","","日本新薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","エビプロスタット配合錠DB","2590100X2046_1_04","2020年02月26日","製造販売元／日本新薬株式会社","提携先／PharmazeutischeFabrikEvers&CoGmbH","","日本新薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","エルサメット配合錠／...","2590100X1139_2_03","2024年11月22日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","オキシブチニン塩酸塩錠1mg「サワ...","2590005F1316_1_04","2024年02月29日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","オキシブチニン塩酸塩錠1mg「トー...","2590005F1308_1_05","2024年05月31日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","ザルティア錠2.5mg／ザ...","2590016F1020_2_05","2024年11月13日","製造販売元／日本新薬株式会社","","","日本新薬株式会社"
"その他の泌尿生殖器官及び肛門用薬：163","","シアリス錠5mg／シアリ...","2590016F5026_1_04","2024年12月02日","製造販売元／日本新薬株式会社","","","日本新薬株式会社"
